Area,Age,Sex,Usual Residents,BirthCountry,BirthRegion
Redbridge,Age 16 to 19,Males,37,Kenya,Africa
Redbridge,Age 20 to 24,Males,23,Kenya,Africa
Redbridge,Age 25 to 29,Males,51,Kenya,Africa
Redbridge,Age 30 to 34,Males,60,Kenya,Africa
Redbridge,Age 35 to 39,Males,73,Kenya,Africa
Redbridge,Age 40 to 44,Males,118,Kenya,Africa
Redbridge,Age 45 to 49,Males,299,Kenya,Africa
Redbridge,Age 50 to 54,Males,365,Kenya,Africa
Redbridge,Age 55 to 59,Males,329,Kenya,Africa
Redbridge,Age 60 to 64,Males,214,Kenya,Africa
Redbridge,Age 65 to 69,Males,93,Kenya,Africa
Redbridge,Age 70 to 74,Males,59,Kenya,Africa
Redbridge,Age 75 to 79,Males,43,Kenya,Africa
Redbridge,Age 80 or over,Males,12,Kenya,Africa
Redbridge,Age 0 to 4,Females,10,Nigeria,Africa
Redbridge,Age 5 to 9,Females,33,Nigeria,Africa
Redbridge,Age 10 to 15,Females,42,Nigeria,Africa
Redbridge,Age 16 to 19,Females,35,Nigeria,Africa
Redbridge,Age 20 to 24,Females,64,Nigeria,Africa
Redbridge,Age 25 to 29,Females,128,Nigeria,Africa
Redbridge,Age 30 to 34,Females,173,Nigeria,Africa
Redbridge,Age 35 to 39,Females,122,Nigeria,Africa
Redbridge,Age 40 to 44,Females,118,Nigeria,Africa
Redbridge,Age 45 to 49,Females,116,Nigeria,Africa
Redbridge,Age 50 to 54,Females,67,Nigeria,Africa
Redbridge,Age 55 to 59,Females,43,Nigeria,Africa
Redbridge,Age 60 to 64,Females,16,Nigeria,Africa
Redbridge,Age 65 to 69,Females,19,Nigeria,Africa
Redbridge,Age 70 to 74,Females,18,Nigeria,Africa
Redbridge,Age 75 to 79,Females,7,Nigeria,Africa
Redbridge,Age 80 or over,Females,3,Nigeria,Africa
Redbridge,Age 0 to 4,Males,15,Nigeria,Africa
Redbridge,Age 5 to 9,Males,29,Nigeria,Africa
Redbridge,Age 10 to 15,Males,34,Nigeria,Africa
Redbridge,Age 16 to 19,Males,31,Nigeria,Africa
Redbridge,Age 20 to 24,Males,57,Nigeria,Africa
Redbridge,Age 25 to 29,Males,114,Nigeria,Africa
Redbridge,Age 30 to 34,Males,137,Nigeria,Africa
Redbridge,Age 35 to 39,Males,134,Nigeria,Africa
Redbridge,Age 40 to 44,Males,133,Nigeria,Africa
Redbridge,Age 45 to 49,Males,142,Nigeria,Africa
Redbridge,Age 50 to 54,Males,103,Nigeria,Africa
Redbridge,Age 55 to 59,Males,41,Nigeria,Africa
Redbridge,Age 60 to 64,Males,31,Nigeria,Africa
Redbridge,Age 65 to 69,Males,13,Nigeria,Africa
Redbridge,Age 70 to 74,Males,9,Nigeria,Africa
Redbridge,Age 75 to 79,Males,9,Nigeria,Africa
Redbridge,Age 80 or over,Males,3,Nigeria,Africa
Redbridge,Age 0 to 4,Females,0,Somalia,Africa
Redbridge,Age 5 to 9,Females,19,Somalia,Africa
Redbridge,Age 10 to 15,Females,118,Somalia,Africa
Redbridge,Age 16 to 19,Females,88,Somalia,Africa
Redbridge,Age 20 to 24,Females,134,Somalia,Africa
Redbridge,Age 25 to 29,Females,85,Somalia,Africa
Redbridge,Age 30 to 34,Females,97,Somalia,Africa
Redbridge,Age 35 to 39,Females,151,Somalia,Africa
Redbridge,Age 40 to 44,Females,126,Somalia,Africa
Redbridge,Age 45 to 49,Females,70,Somalia,Africa
Redbridge,Age 50 to 54,Females,55,Somalia,Africa
Redbridge,Age 55 to 59,Females,28,Somalia,Africa
Redbridge,Age 60 to 64,Females,17,Somalia,Africa
Redbridge,Age 65 to 69,Females,17,Somalia,Africa
Redbridge,Age 70 to 74,Females,21,Somalia,Africa
Redbridge,Age 75 to 79,Females,12,Somalia,Africa
Redbridge,Age 80 or over,Females,11,Somalia,Africa
Redbridge,Age 0 to 4,Males,1,Somalia,Africa
Redbridge,Age 5 to 9,Males,21,Somalia,Africa
Redbridge,Age 10 to 15,Males,102,Somalia,Africa
Redbridge,Age 16 to 19,Males,99,Somalia,Africa
Redbridge,Age 20 to 24,Males,107,Somalia,Africa
Redbridge,Age 25 to 29,Males,45,Somalia,Africa
Redbridge,Age 30 to 34,Males,39,Somalia,Africa
Redbridge,Age 35 to 39,Males,43,Somalia,Africa
Redbridge,Age 40 to 44,Males,69,Somalia,Africa
Redbridge,Age 45 to 49,Males,47,Somalia,Africa
Redbridge,Age 50 to 54,Males,29,Somalia,Africa
Redbridge,Age 55 to 59,Males,21,Somalia,Africa
Redbridge,Age 60 to 64,Males,12,Somalia,Africa
Redbridge,Age 65 to 69,Males,9,Somalia,Africa
Redbridge,Age 70 to 74,Males,8,Somalia,Africa
Redbridge,Age 75 to 79,Males,14,Somalia,Africa
Redbridge,Age 80 or over,Males,9,Somalia,Africa
Redbridge,Age 0 to 4,Females,4,South Africa,Africa
Redbridge,Age 5 to 9,Females,5,South Africa,Africa
Redbridge,Age 10 to 15,Females,13,South Africa,Africa
Redbridge,Age 16 to 19,Females,11,South Africa,Africa
Redbridge,Age 20 to 24,Females,24,South Africa,Africa
Redbridge,Age 25 to 29,Females,88,South Africa,Africa
Redbridge,Age 30 to 34,Females,138,South Africa,Africa
Redbridge,Age 35 to 39,Females,93,South Africa,Africa
Redbridge,Age 40 to 44,Females,45,South Africa,Africa
Redbridge,Age 45 to 49,Females,32,South Africa,Africa
Redbridge,Age 50 to 54,Females,36,South Africa,Africa
Redbridge,Age 55 to 59,Females,24,South Africa,Africa
Redbridge,Age 60 to 64,Females,23,South Africa,Africa
Redbridge,Age 65 to 69,Females,21,South Africa,Africa
Redbridge,Age 70 to 74,Females,16,South Africa,Africa
Redbridge,Age 75 to 79,Females,7,South Africa,Africa
Redbridge,Age 80 or over,Females,11,South Africa,Africa
Redbridge,Age 0 to 4,Males,2,South Africa,Africa
Redbridge,Age 5 to 9,Males,10,South Africa,Africa
Redbridge,Age 10 to 15,Males,29,South Africa,Africa
Redbridge,Age 16 to 19,Males,13,South Africa,Africa
Redbridge,Age 20 to 24,Males,23,South Africa,Africa
Redbridge,Age 25 to 29,Males,81,South Africa,Africa
Redbridge,Age 30 to 34,Males,150,South Africa,Africa
Redbridge,Age 35 to 39,Males,93,South Africa,Africa
Redbridge,Age 40 to 44,Males,43,South Africa,Africa
Redbridge,Age 45 to 49,Males,19,South Africa,Africa
Redbridge,Age 50 to 54,Males,23,South Africa,Africa
Redbridge,Age 55 to 59,Males,17,South Africa,Africa
Redbridge,Age 60 to 64,Males,15,South Africa,Africa
Redbridge,Age 65 to 69,Males,13,South Africa,Africa
Redbridge,Age 70 to 74,Males,12,South Africa,Africa
Redbridge,Age 75 to 79,Males,5,South Africa,Africa
Redbridge,Age 80 or over,Males,2,South Africa,Africa
Redbridge,Age 0 to 4,Females,0,Uganda,Africa
Redbridge,Age 5 to 9,Females,1,Uganda,Africa
Redbridge,Age 10 to 15,Females,3,Uganda,Africa
Redbridge,Age 16 to 19,Females,9,Uganda,Africa
Redbridge,Age 20 to 24,Females,22,Uganda,Africa
Redbridge,Age 25 to 29,Females,32,Uganda,Africa
Redbridge,Age 30 to 34,Females,38,Uganda,Africa
Redbridge,Age 35 to 39,Females,30,Uganda,Africa
Redbridge,Age 40 to 44,Females,117,Uganda,Africa
Redbridge,Age 45 to 49,Females,111,Uganda,Africa
Redbridge,Age 50 to 54,Females,126,Uganda,Africa
Redbridge,Age 55 to 59,Females,114,Uganda,Africa
Redbridge,Age 60 to 64,Females,69,Uganda,Africa
Redbridge,Age 65 to 69,Females,35,Uganda,Africa
Redbridge,Age 70 to 74,Females,25,Uganda,Africa
Redbridge,Age 75 to 79,Females,23,Uganda,Africa
Redbridge,Age 80 or over,Females,6,Uganda,Africa
Redbridge,Age 0 to 4,Males,1,Uganda,Africa
Redbridge,Age 5 to 9,Males,2,Uganda,Africa
Redbridge,Age 10 to 15,Males,4,Uganda,Africa
Redbridge,Age 16 to 19,Males,9,Uganda,Africa
Redbridge,Age 20 to 24,Males,10,Uganda,Africa
Redbridge,Age 25 to 29,Males,15,Uganda,Africa
Redbridge,Age 30 to 34,Males,13,Uganda,Africa
Redbridge,Age 35 to 39,Males,38,Uganda,Africa
Redbridge,Age 40 to 44,Males,107,Uganda,Africa
Redbridge,Age 45 to 49,Males,102,Uganda,Africa
Redbridge,Age 50 to 54,Males,153,Uganda,Africa
Redbridge,Age 55 to 59,Males,133,Uganda,Africa
Redbridge,Age 60 to 64,Males,96,Uganda,Africa
Redbridge,Age 65 to 69,Males,50,Uganda,Africa
Redbridge,Age 70 to 74,Males,28,Uganda,Africa
Redbridge,Age 75 to 79,Males,20,Uganda,Africa
Redbridge,Age 80 or over,Males,9,Uganda,Africa
Redbridge,Age 0 to 4,Females,0,Zimbabwe,Africa
Redbridge,Age 5 to 9,Females,6,Zimbabwe,Africa
Redbridge,Age 10 to 15,Females,10,Zimbabwe,Africa
Redbridge,Age 16 to 19,Females,16,Zimbabwe,Africa
Redbridge,Age 20 to 24,Females,12,Zimbabwe,Africa
Redbridge,Age 25 to 29,Females,41,Zimbabwe,Africa
Redbridge,Age 30 to 34,Females,71,Zimbabwe,Africa
Redbridge,Age 35 to 39,Females,52,Zimbabwe,Africa
Redbridge,Age 40 to 44,Females,28,Zimbabwe,Africa
Redbridge,Age 45 to 49,Females,33,Zimbabwe,Africa
Redbridge,Age 50 to 54,Females,36,Zimbabwe,Africa
Redbridge,Age 55 to 59,Females,20,Zimbabwe,Africa
Redbridge,Age 60 to 64,Females,10,Zimbabwe,Africa
Redbridge,Age 65 to 69,Females,5,Zimbabwe,Africa
Redbridge,Age 70 to 74,Females,6,Zimbabwe,Africa
Redbridge,Age 75 to 79,Females,2,Zimbabwe,Africa
Redbridge,Age 80 or over,Females,1,Zimbabwe,Africa
Redbridge,Age 0 to 4,Males,3,Zimbabwe,Africa
Redbridge,Age 5 to 9,Males,4,Zimbabwe,Africa
Redbridge,Age 10 to 15,Males,22,Zimbabwe,Africa
Redbridge,Age 16 to 19,Males,12,Zimbabwe,Africa
Redbridge,Age 20 to 24,Males,12,Zimbabwe,Africa
Redbridge,Age 25 to 29,Males,26,Zimbabwe,Africa
Redbridge,Age 30 to 34,Males,48,Zimbabwe,Africa
Redbridge,Age 35 to 39,Males,31,Zimbabwe,Africa
Redbridge,Age 40 to 44,Males,22,Zimbabwe,Africa
Redbridge,Age 45 to 49,Males,19,Zimbabwe,Africa
Redbridge,Age 50 to 54,Males,23,Zimbabwe,Africa
Redbridge,Age 55 to 59,Males,7,Zimbabwe,Africa
Redbridge,Age 60 to 64,Males,12,Zimbabwe,Africa
Redbridge,Age 65 to 69,Males,2,Zimbabwe,Africa
Redbridge,Age 70 to 74,Males,3,Zimbabwe,Africa
Redbridge,Age 75 to 79,Males,2,Zimbabwe,Africa
Redbridge,Age 80 or over,Males,0,Zimbabwe,Africa
Redbridge,Age 0 to 4,Females,3,Australia,Antarctica and Oceania
Redbridge,Age 5 to 9,Females,5,Australia,Antarctica and Oceania
Redbridge,Age 10 to 15,Females,3,Australia,Antarctica and Oceania
Redbridge,Age 16 to 19,Females,7,Australia,Antarctica and Oceania
Redbridge,Age 20 to 24,Females,9,Australia,Antarctica and Oceania
Redbridge,Age 25 to 29,Females,36,Australia,Antarctica and Oceania
Redbridge,Age 30 to 34,Females,40,Australia,Antarctica and Oceania
Redbridge,Age 35 to 39,Females,30,Australia,Antarctica and Oceania
Redbridge,Age 40 to 44,Females,13,Australia,Antarctica and Oceania
Redbridge,Age 45 to 49,Females,7,Australia,Antarctica and Oceania
Redbridge,Age 50 to 54,Females,11,Australia,Antarctica and Oceania
Redbridge,Age 55 to 59,Females,6,Australia,Antarctica and Oceania
Redbridge,Age 60 to 64,Females,7,Australia,Antarctica and Oceania
Redbridge,Age 65 to 69,Females,4,Australia,Antarctica and Oceania
Redbridge,Age 70 to 74,Females,4,Australia,Antarctica and Oceania
Redbridge,Age 75 to 79,Females,2,Australia,Antarctica and Oceania
Redbridge,Age 80 or over,Females,4,Australia,Antarctica and Oceania
Redbridge,Age 0 to 4,Males,8,Australia,Antarctica and Oceania
Redbridge,Age 5 to 9,Males,0,Australia,Antarctica and Oceania
Redbridge,Age 10 to 15,Males,4,Australia,Antarctica and Oceania
Redbridge,Age 16 to 19,Males,4,Australia,Antarctica and Oceania
Redbridge,Age 20 to 24,Males,6,Australia,Antarctica and Oceania
Redbridge,Age 25 to 29,Males,26,Australia,Antarctica and Oceania
Redbridge,Age 30 to 34,Males,56,Australia,Antarctica and Oceania
Redbridge,Age 35 to 39,Males,31,Australia,Antarctica and Oceania
Redbridge,Age 40 to 44,Males,35,Australia,Antarctica and Oceania
Redbridge,Age 45 to 49,Males,10,Australia,Antarctica and Oceania
Redbridge,Age 50 to 54,Males,5,Australia,Antarctica and Oceania
Redbridge,Age 55 to 59,Males,11,Australia,Antarctica and Oceania
Redbridge,Age 60 to 64,Males,5,Australia,Antarctica and Oceania
Redbridge,Age 65 to 69,Males,1,Australia,Antarctica and Oceania
Redbridge,Age 70 to 74,Males,2,Australia,Antarctica and Oceania
Redbridge,Age 75 to 79,Males,1,Australia,Antarctica and Oceania
Redbridge,Age 80 or over,Males,4,Australia,Antarctica and Oceania
Redbridge,Age 0 to 4,Females,2,New Zealand,Antarctica and Oceania
Redbridge,Age 5 to 9,Females,1,New Zealand,Antarctica and Oceania
Redbridge,Age 10 to 15,Females,6,New Zealand,Antarctica and Oceania
Redbridge,Age 16 to 19,Females,0,New Zealand,Antarctica and Oceania
Redbridge,Age 20 to 24,Females,3,New Zealand,Antarctica and Oceania
Redbridge,Age 25 to 29,Females,8,New Zealand,Antarctica and Oceania
Redbridge,Age 30 to 34,Females,26,New Zealand,Antarctica and Oceania
Redbridge,Age 35 to 39,Females,21,New Zealand,Antarctica and Oceania
Redbridge,Age 40 to 44,Females,12,New Zealand,Antarctica and Oceania
Redbridge,Age 45 to 49,Females,8,New Zealand,Antarctica and Oceania
Redbridge,Age 50 to 54,Females,9,New Zealand,Antarctica and Oceania
Redbridge,Age 55 to 59,Females,8,New Zealand,Antarctica and Oceania
Redbridge,Age 60 to 64,Females,5,New Zealand,Antarctica and Oceania
Redbridge,Age 65 to 69,Females,4,New Zealand,Antarctica and Oceania
Redbridge,Age 70 to 74,Females,1,New Zealand,Antarctica and Oceania
Redbridge,Age 75 to 79,Females,1,New Zealand,Antarctica and Oceania
Redbridge,Age 80 or over,Females,0,New Zealand,Antarctica and Oceania
Redbridge,Age 0 to 4,Males,2,New Zealand,Antarctica and Oceania
Redbridge,Age 5 to 9,Males,5,New Zealand,Antarctica and Oceania
Redbridge,Age 10 to 15,Males,3,New Zealand,Antarctica and Oceania
Redbridge,Age 16 to 19,Males,1,New Zealand,Antarctica and Oceania
Redbridge,Age 20 to 24,Males,2,New Zealand,Antarctica and Oceania
Redbridge,Age 25 to 29,Males,5,New Zealand,Antarctica and Oceania
Redbridge,Age 30 to 34,Males,12,New Zealand,Antarctica and Oceania
Redbridge,Age 35 to 39,Males,20,New Zealand,Antarctica and Oceania
Redbridge,Age 40 to 44,Males,26,New Zealand,Antarctica and Oceania
Redbridge,Age 45 to 49,Males,19,New Zealand,Antarctica and Oceania
Redbridge,Age 50 to 54,Males,11,New Zealand,Antarctica and Oceania
Redbridge,Age 55 to 59,Males,3,New Zealand,Antarctica and Oceania
Redbridge,Age 60 to 64,Males,0,New Zealand,Antarctica and Oceania
Redbridge,Age 65 to 69,Males,2,New Zealand,Antarctica and Oceania
Redbridge,Age 70 to 74,Males,3,New Zealand,Antarctica and Oceania
Redbridge,Age 75 to 79,Males,1,New Zealand,Antarctica and Oceania
Redbridge,Age 80 or over,Males,0,New Zealand,Antarctica and Oceania
Redbridge,Age 0 to 4,Females,9,Bulgaria,Europe
Redbridge,Age 5 to 9,Females,5,Bulgaria,Europe
Redbridge,Age 10 to 15,Females,17,Bulgaria,Europe
Redbridge,Age 16 to 19,Females,3,Bulgaria,Europe
Redbridge,Age 20 to 24,Females,30,Bulgaria,Europe
Redbridge,Age 25 to 29,Females,60,Bulgaria,Europe
Redbridge,Age 30 to 34,Females,83,Bulgaria,Europe
Redbridge,Age 35 to 39,Females,44,Bulgaria,Europe
Redbridge,Age 40 to 44,Females,22,Bulgaria,Europe
Redbridge,Age 45 to 49,Females,15,Bulgaria,Europe
Redbridge,Age 50 to 54,Females,8,Bulgaria,Europe
Redbridge,Age 55 to 59,Females,5,Bulgaria,Europe
Redbridge,Age 60 to 64,Females,4,Bulgaria,Europe
Redbridge,Age 65 to 69,Females,2,Bulgaria,Europe
Redbridge,Age 70 to 74,Females,2,Bulgaria,Europe
Redbridge,Age 75 to 79,Females,0,Bulgaria,Europe
Redbridge,Age 80 or over,Females,0,Bulgaria,Europe
Redbridge,Age 0 to 4,Males,10,Bulgaria,Europe
Redbridge,Age 5 to 9,Males,10,Bulgaria,Europe
Redbridge,Age 10 to 15,Males,18,Bulgaria,Europe
Redbridge,Age 16 to 19,Males,10,Bulgaria,Europe
Redbridge,Age 20 to 24,Males,21,Bulgaria,Europe
Redbridge,Age 25 to 29,Males,43,Bulgaria,Europe
Redbridge,Age 30 to 34,Males,99,Bulgaria,Europe
Redbridge,Age 35 to 39,Males,50,Bulgaria,Europe
Redbridge,Age 40 to 44,Males,30,Bulgaria,Europe
Redbridge,Age 45 to 49,Males,18,Bulgaria,Europe
Redbridge,Age 50 to 54,Males,11,Bulgaria,Europe
Redbridge,Age 55 to 59,Males,4,Bulgaria,Europe
Redbridge,Age 60 to 64,Males,4,Bulgaria,Europe
Redbridge,Age 65 to 69,Males,2,Bulgaria,Europe
Redbridge,Age 70 to 74,Males,0,Bulgaria,Europe
Redbridge,Age 75 to 79,Males,0,Bulgaria,Europe
Redbridge,Age 80 or over,Males,0,Bulgaria,Europe
Redbridge,Age 0 to 4,Females,1,Cyprus,Europe
Redbridge,Age 5 to 9,Females,2,Cyprus,Europe
Redbridge,Age 10 to 15,Females,0,Cyprus,Europe
Redbridge,Age 16 to 19,Females,2,Cyprus,Europe
Redbridge,Age 20 to 24,Females,7,Cyprus,Europe
Redbridge,Age 25 to 29,Females,22,Cyprus,Europe
Redbridge,Age 30 to 34,Females,8,Cyprus,Europe
Redbridge,Age 35 to 39,Females,15,Cyprus,Europe
Redbridge,Age 40 to 44,Females,18,Cyprus,Europe
Redbridge,Age 45 to 49,Females,36,Cyprus,Europe
Redbridge,Age 50 to 54,Females,80,Cyprus,Europe
Redbridge,Age 55 to 59,Females,79,Cyprus,Europe
Redbridge,Age 60 to 64,Females,66,Cyprus,Europe
Redbridge,Age 65 to 69,Females,71,Cyprus,Europe
Redbridge,Age 70 to 74,Females,38,Cyprus,Europe
Redbridge,Age 75 to 79,Females,31,Cyprus,Europe
